TEXT_ID	CONTENT	Comment
21804	GET(＜ゝω・)白羊星灵☆	
21805	GET(＜ゝω・)双鱼星灵☆	
21806	GET(＜ゝω・)天秤星灵☆	
21807	获得任一形态空想星灵·处女	
21808	获得任一形态空想星灵·金牛	
21809	获得任一形态空想星灵·双子	
21810	获得任一形态空想星灵·狮子	
21811	获得任一形态空想星灵·水瓶	
21812	获得任一形态空想星灵·白羊	
21813	获得任一形态空想星灵·双鱼	
21814	获得任一形态空想星灵·天秤	
21815	渊面意志，攻略达成！	
21816	剧情关卡模式下打通传承篇第6章	
21817	GET(＜ゝω・)射手星灵☆	
21818	获得任一形态空想星灵·射手	
21819	魂星相牵的比翼鸟	
21820	获得琪亚娜芽衣双人角色	
21821	意志统括，攻略达成！	
21822	剧情关卡模式下打通新生篇第15章	
21823	完美无缺的战斗	
21824	不失败通过意志统括者最终形态	
21825	萨菲尔的赞赏	
21826	华兹的赞赏	
21827	不购买额外行动点达成100%萨菲尔迷域探索	
21828	不购买额外行动点达成100%华兹迷域探索	
21829	GET(＜ゝω・)天蝎星灵☆	
21830	获得任一形态空想星灵·天蝎	
21831	萨菲尔的追寻者	
21832	进行1次跨世之矛·II的超限突破	
21833	最初与最终的约会	
21834	新生篇剧情完成度达成100%	
21835	帕亚索的追寻者	
21836	进行1次欺诈之匣·N的超限突破	
21837	获得任一形态空想星灵·摩羯	
21838	获得任一形态空想星灵·巨蟹	
21839	GET(＜ゝω・)摩羯星灵☆	
21840	GET(＜ゝω・)巨蟹星灵☆	
21841	格蕾的追寻者	
21842	进行1次凋零之刃·Ⅳ的超限突破	
21843	安莉埃塔的追寻者	
21844	进行1次重音之核·Ⅸ的超限突破	
21845	莉可的追寻者	
21846	进行1次活力之瓶·Ⅴ的超限突破	
21847	塔尔伦特的追寻者	
21848	进行1次冲击之力·Ⅷ的超限突破	
21849	西敏的追寻者	
21850	进行1次寒光之刃·Ⅰ的超限突破	
21851	华兹的追寻者	
21852	进行1次无序之印·Ⅲ的超限突破	
21853	佩蒂的追寻者	
21854	进行1次浮云之相·XCIX的超限突破	
21855	卡珊德拉的追寻者	
21856	进行1次星月之环·Ⅵ的超限突破	
21857	柏塞的追寻者	
21858	进行1次万象之姬·Ⅶ的超限突破	
21859	琉森的追寻者	
21860	进行1次断罪之矢·Ⅹ的超限突破	
21861	帕亚索的赞赏	
21862	卡珊德拉的赞赏	
21863	不购买额外行动点达成100%帕亚索迷域探索	
21864	不购买额外行动点达成100%卡珊德拉迷域探索	
21865	来交朋友吧~	
21866	获得卡琳角色	
21867	友谊之力LV.1	
21868	一名角色达到好感度LV.5	
21869	崩坏学园，入学！	
21870	通关崩坏学园篇序章【再会长空】	
21871	卡琳小组，集结！	
21872	通关崩坏学园篇第1章【枪火教习】	
21873	下班，然后上学去	
21874	崩坏学园篇序章【再会长空】进度达到100%	
21875	不知道我是崩坏学园的？	
21876	崩坏学园篇第1章【枪火教习】进度达到100%	
21999	21301-21999为任务成就占坑，不要用	
22001	角色等级达到20级	Character reaches lv 20
22002	角色等级达到80级	Character reaches lv 80
22003	角色等级达到180级	Character reaches lv 180
22004	剧情关卡打通第1章	Clear Stage 1 in normal mode
22005	剧情关卡打通第4章	Clear Stage 6 in normal mode
22006	剧情关卡打通第S5章	Clear Stage 10 in normal mode
22007	剧情关卡生存模式下打通第1章	Clear Stage 6 in survivor mode
22008	剧情关卡生存模式下打通第1至6章	Clear Stage 6 in survivor mode
22009	剧情关卡生存模式下打通第1至10章	Clear Stage 6 in survivor mode
22010	周一的妖姬曜日活动关全部通关	clear all stages in Tuesday event
22011	周二的团子曜日活动关全部通关	clear all stages in Wednesday weekend event
22012	周三的玉石曜日活动关全部通关	clear all stages in Thursday weekend event
22013	周四的使魔素材曜日活动关全部通关	clear all stages in Friday weekend event
22014	周五的金币曜日活动关全部通关	clear all stages in weekend event
22015	成功通关多元裂缝“喵の福利”100次	Clear all one-time events 100 times
22016	成功通关多元裂缝“喵の福利”1000次	Clear all one-time events 1000 times
22017	达成20次连击	20 kills in a row
22018	达成40次连击	40 kills in a row
22019	达成70次连击	70 kills in a row
22020	使用近战武器击败5000只僵尸娘	Kill 5000 zombies with close combat weapon
22021	使用手枪击败5000只僵尸娘	Kill 5000 zombies with handgun
22022	使用霰弹枪击败5000只僵尸娘	Kill 5000 zombies with shotgun
22023	使用自动步枪击败5000只僵尸娘	Kill 5000 zombies with automatic rifle
22024	使用狙击枪击败5000只僵尸娘	Kill 5000 zombies with sniper rifle
22025	使用火箭筒击败5000只僵尸娘	Kill 5000 zombies with RPG
22026	使用投掷类武器击败5000只僵尸娘	Kill 5000 zombies with throwing weapons
22027	使用放置类武器击败5000只僵尸娘	Kill 5000 zombies with close combat weapons
22028	成功电击麻痹僵尸娘达1000人次	Stun 1000 zombies
22029	成功将僵尸娘变为鬼火达1000人次	Turn 1000 zombies
22030	成功冰冻僵尸娘达1000人次	Freeze 1000 zombies
22031	成功烧灼僵尸娘达1000人次	Burn 1000 zombies
22032	成功闪瞎僵尸娘达1000人次	Blind 1000 zombies
22033	成功引诱僵尸娘达1000人次	Draw away 1000 zombies
22034	成功弹开僵尸娘达1000人次	Bounce off 1000 zombies
22035	成功变羊僵尸娘达1000人次	Transformed 1000 zombies into sheep
22036	成功减速僵尸娘达1000人次	Reduce the speed of 1000 zombies
22037	成功击败200只精英僵尸娘	Kill 200 elite zombies
22038	成功击败2000只精英僵尸娘	Kill 2000 elite zombies
22039	累计复活10次	Rivive 10 times
22040	累计复活100次	Rivive 100 times
22041	背包容量达到100	Backpack contains 100 items
22042	背包容量达到250	Backpack contains 250 items
22043	背包容量达到500	Backpack contains 500 items
22044	完成20次公主的祈愿	Activated Prime Gashapon 20 times
22045	完成50次公主的祈愿	Activated Prime Gashapon 50 times
22046	完成100次公主的祈愿	Activated Prime Gashapon 100 times
22047	体力耗尽，体力点为0	You have 0 AP. 
22048	累计补满体力10次	Replenish AP 10 times
22049	累计补满体力100次	Replenish AP 100 times
22050	角色装备的3星及以上装备达到6个	You have 6 three-starred equips.
22051	角色装备的6星及以上装备达到4个	You have 4 six-starred equips.
22052	拥有的等级99的装备总数达到5个	5 Lv 99 equips in storage.
22053	拥有的等级99的装备总数达到10个	10 Lv 99 equips in storage.
22054	拥有的等级99的装备总数达到20个	20 Lv 99 equips in storage.
22055	累计进化装备10次	Refine equip 10 times
22056	累计进化装备20次	Refine equip 20 times
22057	累计进化装备50次	Refine equip 50 times
22058	收集全5种电磁系双周武器装备	Collect all 5 electric type equips (can be obtained from boss stages)
22059	收集全5种召唤系双周武器装备	Collect all 5 summon type equips (can be obtained from boss stages)
22060	拥有的不同种类服装数量达到10套	10 different types of dresses in storage
22061	拥有的不同种类服装数量达到25套	25 different types of dresses in storage
22062	拥有的不同种类服装数量达到50套	50 different types of dresses in storage
22063	拥有全部的不同种类的玉石材料	You have all Gem materials of different kinds.
22064	拥有全部的不同种类的天使材料	You have all Angel materials of different kinds.
22065	拥有全部的不同种类的妖姬材料	You have all Succubus materials of different kinds.
22066	拥有全部的不同种类的团子材料	You have all Panties materials of different kinds.
22067	好友个数达到30人	You have 30 friends on your friendlist.
22068	好友个数达到80人	You have 80 friends on your friendlist.
22069	好友个数达到135人	You have 135 friends on your friendlist.
22070	完成20次少女的祈愿	Activated Prime Gashapon 20 times
22071	完成100次少女的祈愿	Activated Prime Gashapon 100 times
22072	完成500次少女的祈愿	Activated Prime Gashapon 500 times
22073	角色等级达到280级	
22074	剧情关卡打通第8章	
22075	剧情关卡生存模式下打通第1至14章	
22076	使用近战武器击败25000只僵尸娘	
22077	使用手枪击败25000只僵尸娘	
22078	使用霰弹枪击败25000只僵尸娘	
22079	使用自动步枪击败25000只僵尸娘	
22080	使用狙击枪击败25000只僵尸娘	
22081	使用火箭筒击败25000只僵尸娘	
22082	使用投掷类武器击败25000只僵尸娘	
22083	使用放置类武器击败25000只僵尸娘	
22084	成功电击麻痹僵尸娘达10000人次	
22085	成功将僵尸娘变为鬼火达10000人次	
22086	成功冰冻僵尸娘达10000人次	
22087	成功烧灼僵尸娘达10000人次	
22088	成功闪瞎僵尸娘达10000人次	
22089	成功引诱僵尸娘达10000人次	
22090	成功弹开僵尸娘达10000人次	
22091	成功变羊僵尸娘达10000人次	
22092	成功减速僵尸娘达10000人次	
22093	成功击败10000只精英僵尸娘	
22094	累计进化装备500次	
22095	收集全4种黑洞系双周武器装备	
22096	崩坏之塔通过第10层	
22097	崩坏之塔通过第20层	
22098	崩坏之塔通过第30层	
22099	崩坏之塔通过第40层	
22100	崩坏之塔通过最终层	
22101	成功黑洞吸引僵尸娘达1000人次	
22102	成功黑洞吸引僵尸娘达10000人次	
22103	里世界中获得50个S级评级	
22104	里世界中获得100个S级评级	
22105	里世界中获得200个S级评级	
22106	里世界中获得400个S级评级	
22107	竞技场挑战好友/社团成员累计获胜100次	
22108	竞技场挑战好友/社团成员累计获胜1000次	
22109	竞技场挑战好友/社团成员达到10连胜	
22110	竞技场挑战好友/社团成员达到20连胜	
22111	竞技场接受好友/社团成员挑战累计获胜100次	
22112	竞技场接受好友/社团成员挑战累计获胜1000次	
22113	竞技场接受好友/社团成员挑战达到10连胜	
22114	竞技场接受好友/社团成员挑战达到20连胜	
22115	达成150次连击	
22116	达成300次连击	
22117	收集3种赫萝克系双周装备	
22118	集齐100枚装备图鉴	
22119	集齐200枚装备图鉴	
22120	集齐300枚装备图鉴	
22121	集齐400枚装备图鉴	
22122	集齐500枚装备图鉴	
22123	集齐600枚装备图鉴	
22124	收集10张不同插画	
22125	收集20张不同插画	
22126	收集30张不同插画	
22127	收集40张不同插画	
22128	收集50张不同插画	
22129	培养1只lv99使魔	
22130	培养5只lv99使魔	
22131	培养10只lv99使魔	
22132	进行200次使魔喂养	
22133	进行2000次使魔喂养	
22134	获得50次使魔探险成功	
22135	获得500次使魔探险成功	
22136	通过虚轴之庭耀夜姬关卡3次	
22137	通过虚轴之庭耀夜姬关卡10次	
22138	通过虚轴之庭耀夜姬关卡99次	
22139	虚轴之庭耀夜姬关卡过关评价1000分以上	
22140	虚轴之庭耀夜姬关卡过关评价5000分以上	
22141	虚轴之庭耀夜姬关卡过关评价8000分以上	
22142	收集3种监察者系双周装备	
22143	角色等级达到380级	
22144	角色等级达到680级	
22145	角色等级达到880级	
22146	角色等级达到999级	
22164	剧情关卡生存模式下打通第10章	
22165	剧情关卡打通第10章	
22166	模拟战挑战胜利10次	
22167	模拟战挑战胜利100次	
22168	模拟战挑战胜利1000次	
22169	模拟战进攻等级分达到1500	
22170	模拟战进攻等级分达到2000	
22171	模拟战进攻等级分达到3000	
22172	模拟战防守等级分达到1500	
22173	模拟战防守等级分达到2000	
22174	模拟战防守等级分达到3000	
22175	模拟战排名等级达到5级	
22176	模拟战排名等级达到1级	
22177	成功禁锢僵尸娘达1000人次	
22178	成功禁锢僵尸娘达10000人次	
22179	成功脆弱僵尸娘达1000人次	
22180	成功脆弱僵尸娘达10000人次	
22181	成功软弱僵尸娘达1000人次	
22182	成功软弱僵尸娘达10000人次	
22183	成功流血僵尸娘达1000人次	
22184	成功流血僵尸娘达10000人次	
22185	成功毒害僵尸娘达1000人次	
22186	成功毒害僵尸娘达10000人次	
22187	获得1只看板娘	
22188	获得3只看板娘	
22189	获得6只看板娘	
22190	任意看板娘的亲密度到达30	
22191	任意看板娘的亲密度到达60	
22192	任意看板娘的亲密度到达99	
22193	通过虚轴之庭柯罗伊关卡3次	
22194	通过虚轴之庭柯罗伊关卡10次	
22195	通过虚轴之庭柯罗伊关卡99次	
22196	虚轴之庭柯罗伊关卡过关评价1000分以上	
22197	虚轴之庭柯罗伊关卡过关评价5000分以上	
22198	虚轴之庭柯罗伊关卡过关评价8000分以上	
22199	累计发现10个大宝箱	
22200	累计发现20个大宝箱	
22201	累计发现30个大宝箱	
22202	累计发现40个大宝箱	
22203	累计发现50个大宝箱	
22204	收集全4种圣光系双周武器装备	
22205	获取芽衣角色	
22206	获取布洛妮娅角色	
22207	获取姬子角色	
22208	获取德丽莎角色	
22209	收集12种梦魇系装备	
22210	消灭噩梦累积1个	
22211	消灭噩梦累积10个	
22212	消灭噩梦累积100个	
22213	消灭噩梦累积1000个	
22214	消灭45层以上噩梦累积1个	
22215	消灭45层以上噩梦累积10个	
22216	消灭45层以上噩梦累积100个	
22217	累计获取10点存在感	
22218	累计获取100点存在感	
22219	累计获取10000点存在感	
22220	累计获取36500点存在感	
22221	十万伏特	
22222	收集5种雷电系双周装备	
22223	剧情关卡打通第11章	
22224	剧情关卡生存模式下打通第11章	
22225	剧情关卡打通第12章	
22226	剧情关卡生存模式下打通第12章	
22227	剧情关卡模式下打通新生篇第1章	
22228	剧情关卡模式下打通新生篇第2章	
22500	(剩#1天#2小时)	
22501	(剩#1小时#2分)	
22502	(即将结束)	
22503	任务	
22504	任务已完成，请领取奖励	
22505	任务已完成	
22506	芽衣之怒	
22507	纵火狂魔	
22508	花样作死	
22509	Kiana Must Die!	
22510	水果硬糖	
22511	Run！Run！	
22512	崩坏大逃亡	
22513	进击的死士	
22514	狂轰滥炸	
22515	毒性扩散	
22516	空间跳跃	
22517	万花筒	
22518	剧毒之卵	
22519	荆棘皮肤	
22520	同步率不足	
22521	守护之盾	
22522	色相浑浊	
22523	Mei Must Die!	
22524	Bronya Must Die!	
22525	物理之壁	
22526	元素之壁	
22527	弹药神马才不需要	
22528	药箱神马才不需要	
22529	时间紧急	
22530	技能传染	
22531	要活下去！	
22532	买一送一	
22533	修罗场	
22534	死神无双	
22535	嗜血诅咒	
22536	雷元素之力	
22537	炎元素之力	
22538	冰元素之力	
22539	能魔导之力	
22540	1+1+...+1=1	
22541	立场全开！	
22542	Kevin Must Die！	
22543	种族羁绊	
22544	召唤师谷	
22545	人偶师间	
22546	补给神马根本不需要！	
22547	根本打不中人家！	
22548	被打要痛很久哦	
22549	电磁涡流	
22550	坚守阵地！	
22551	冲力十足	
22552	闪电幕墙	
22553	导弹来袭	
22554	逆转时空	
22555	难辨距离	
22556	难辨快慢	
22557	回血神马的不需要！	
22558	坚硬如铁	
22559	万有引力	
22560	同性相斥	
22561	第三炸弹	
22562	幽灵祝福	
22563	唯速不破	
22564	以慢致胜	
22565	初生牛犊	
22566	恶灵诅咒	
22567	独来独往	
22568	扑面而来	
22569	背后奇袭	
22570	节奏大师	
22571	铁壁阵营	
22572	临危不惧	
22573	涅槃重生	
22574	蓄势待发	
22575	十万伏特	
22576	不灭烈焰	
22577	寒冰牢狱	
22578	幻惑剧毒	
22579	以拳交友	
22580	步步惊心	
22581	拨云见日	
22582	逆水行舟	
22583	花样作死·极	
22584	弹尽粮绝	
22585	极限求生	
22586	破罐破摔	
22600	关卡内会产生「落雷」	
22601	关卡内会产生「地火」	
22602	全伤害提升，但减伤降低	
22603	所有敌人拥有随机精英技能	
22604	所有敌人失去精英技能，但变得更强力	
22605	关卡变长，在限定时间内通关	
22606	关卡变长，在限定时间内跑到终点就是胜利	
22607	所有敌人拥有「快速」精英技能	
22608	所有敌人拥有「投弹」精英技能	
22609	所有敌人拥有「毒雾」精英技能	
22610	所有敌人拥有「瞬移」精英技能	
22611	所有敌人拥有「镜像」精英技能	
22612	所有敌人拥有「毒弹」精英技能	
22613	所有敌人拥有「反刺」精英技能	
22614	所有敌人拥有「禁锢」精英技能	
22615	所有敌人拥有「厚皮」精英技能	
22616	所有敌人拥有「混乱」精英技能	
22617	所有敌人拥有「彩虹力场」精英技能	
22618	所有敌人拥有「黑暗力场」精英技能	
22619	所有敌人拥有「混沌之盾」精英技能	
22620	所有敌人拥有「纯净之盾」精英技能	
22621	关卡内不掉落弹药箱	
22622	关卡内不掉落医疗包	
22623	在限定时间内通关	
22624	精英会将技能传染给普通敌人	
22625	在限定时间内存活	
22626	敌人数量翻倍	
22627	所有敌人拥有「领悟」精英技能	
22628	所有敌人拥有「学习」精英技能	
22629	所有敌人拥有「生命吸收」精英技能	
22630	所有敌人拥有「导电体质」精英技能	
22631	所有精英拥有「火焰结界」精英技能	
22632	所有精英拥有「冰霜结界」精英技能	
22633	所有敌人拥有「涡流」精英技能	
22634	全精英模式	
22635	所有敌人拥有「彩虹力场」或「黑暗力场」精英技能	
22636	所有敌人拥有「纯净之盾」或「混沌之盾」精英技能	
22637	只剩下一个种类的敌人了	
22638	所有精英拥有「召唤」精英技能	
22639	所有精英拥有「转生」精英技能	
22640	关卡内不掉落弹药箱和医疗包	
22641	所有敌人拥有「灵巧」精英技能	
22642	所有敌人拥有「感染」精英技能	
22643	关卡内会出现「电磁涡流」和「招财猫」	
22644	敌人从左边蜂拥而至，数量众多	
22645	所有敌人拥有「击退」精英技能	
22646	关卡内会出现「闪电墙」	
22647	关卡内会出现「导弹」	
22648	逆转关卡，将直接面对关底守护者	
22649	所有精英拥有「喜欢」或「讨厌」精英技能	
22650	所有精英拥有「低频结界」或「高频结界」精英技能	
22651	所有敌人拥有「阻生」精英技能	
22652	部分敌人拥有「结晶」精英技能	
22653	所有敌人拥有「触手」精英技能	
22654	所有敌人拥有「驱赶」精英技能	
22655	所有敌人拥有「凝聚」精英技能	
22656	所有敌人拥有「扩散」精英技能	
22657	所有精英拥有「低频结界」精英技能	
22658	所有精英拥有「高频结界」精英技能	
22659	所有敌人拥有「新生」精英技能	
22660	所有精英拥有「诅咒」精英技能	
22661	所有敌人拥有「孤独」精英技能	
22662	所有敌人拥有「左之守护」精英技能	
22663	所有敌人拥有「右之祝福」精英技能	
22664	所有敌人拥有「根性」精英技能	
22665	所有敌人拥有「铁壁」精英技能	
22666	所有敌人拥有「定力」精英技能	
22667	所有敌人拥有「重生」精英技能	
22668	能量伤害提升，其它伤害降低	
22669	电伤害提升，其它伤害降低	
22670	火伤害提升，其它伤害降低	
22671	冰伤害提升，其它伤害降低	
22672	毒伤害提升，其它伤害降低	
22673	物理伤害提升，其它伤害降低	
22674	关卡内会出现「微波炉」	
22675	关卡内会出现「墨水炸弹」	
22676	关卡内会产生「逆风」，阻碍向前移动	
22677	全伤害大幅提升，但减伤大幅降低	
22678	武器载弹量大幅提升，但无法进行回复	
22679	生命值上限大幅降低，但是移动速度大幅提升	
22680	生命值上限大幅提升，但无法进行回复	
22681	特洛伊之死	
22682	关卡内会出现「刺枪拒马」	
22683	火焰狂欢节	
22684	关卡内会出现「火堆」	
22685	蓄势待发·改	
22686	十万伏特·改	
22687	不灭烈焰·改	
22688	寒冰牢狱·改	
22689	幻惑剧毒·改	
22690	以拳交友·改	
22691	能量伤害大幅提升，其它伤害大幅降低	
22692	电伤害大幅提升，其它伤害大幅降低	
22693	火伤害大幅提升，其它伤害大幅降低	
22694	冰伤害大幅提升，其它伤害大幅降低	
22695	毒伤害大幅提升，其它伤害大幅降低	
22696	物理伤害大幅提升，其它伤害大幅降低	
23001	伦家想变强嘛	
23002	炼金术士	
23003	包包危机	
23004	变身！	
23005	求勾搭	
23006	友情之证	
23007	团长大人求收留！	
23008	伦家才不是现充呢	
23009	米哈游赛高！	
23010	致远星战况如何？	
23011	崩坏降临	
23012	琪亚娜出击	
23013	不详的雷电	
23014	禁止入内	
23015	膨胀的欲望	
23016	不科学超电磁炮	
23017	好奇心害死喵	
23018	怨念	
23019	魂的守望	
23020	奢望与你平视	
23021	触不到的崩坏源I	
23022	触不到的崩坏源II	
23023	绝密报告I	
23024	绝密报告II	
23025	源力容器I	
23026	源力容器II	
23027	存在的理由I	
23028	存在的理由II	
23029	福利满满	
23030	崩坏之源	
23031	来战！	
23032	崩坏大盗	
23033	暴走！	
23034	真相只有一个	
23035	毁灭！	
23036	船到桥头自然直	
23037	终极！	
23038	俯视一切	
23039	世界顶点	
23040	毁灭游戏的人	
23041	闯关达人	
23042	生存高手	
23043	崩坏猎人	
23044	崩坏猎手	
23045	寻找崩坏源	
23046	知道伦家的名字咩	
23047	赏金·中级悬赏	
23048	赏金·高级悬赏	
23049	赏金·特级悬赏	
23050	芽衣妹子	
23051	白狐妹子	
23052	机甲妹子	
23053	技能是啥可以吃咩	
23054	咦，是新品种吗？	
23055	无敌破坏王	
23056	暗黑破坏神	
23057	手枪职人之路	
23058	步枪职人之路	
23059	体术职人之路	
23060	狙击职人之路	
23061	霰弹职人之路	
23062	投掷职人之路	
23063	战地职人之路	
23064	RPG职人之路	
23065	不用技能也没事哦	
23066	防御啥的才不需要	
23067	才伤不到伦家呢	
23068	加足马力！	
23069	伦家的技术很强哒	
23070	真·生存高手	
23071	真·崩坏猎手	
23072	真·精英猎手	
23073	升到2级	
23074	通关1-2剧情	
23075	升到4级	
23076	通关1-6剧情	
23077	升到8级	
23078	通关2-8剧情	
23079	升到10级	
23080	通关3-8生存	
23081	升到22级	
23082	与我签订契约吧	
23083	线膛燧发·改	
23084	全能猎手·刃	
23085	全能猎手·诀	
23086	全能猎手·弧	
23087	全能猎手·疾	
23088	全能猎手·刺	
23089	全能猎手·力	
23090	里世界α	
23091	里世界β	
23092	里世界	
23093	敌羞吾去脱他衣	
23094	敌羞吾去脱他衣·幽灵	
23095	来为琪亚娜庆生的梅露可酱	
23096	元旦打飞机	
23097	一年的补给	
23098	团子大家族	
23099	圣殿的阶梯·娘	
23100	圣殿的阶梯·宝	
23101	圣殿的阶梯·盗	
23102	团子大家族～AS～	
23103	咦？团子呢？	
23104	才不要把团子给你们！	
23105	梅露可酱还人家胖次啦	
23106	芽衣喜欢勤劳的孩子哦~	
23107	芽衣由我来保护！	
23108	拯救芽衣！	
23109	雷电大小姐生日快乐！	
23110	勤劳的伐木工·使	
23111	勤劳的伐木工·魔	
23112	勤劳的伐木工·来	
23113	勤劳的伐木工·袭	
23114	闯关超人	
23115	生存战略	
23116	真的不是现充哦~	
23117	割草割草割~~	
23118	打雷什么的才不怕呢！	
23119	鬼火什么的最喜欢了！	
23120	轨道炮才伤不到人家呢！	
23121	等价交换	
23122	通过10次任意剧情关	
23123	生存模式通过10次任意剧情关	
23124	任意10个活动关关卡胜利	
23125	击败1000只僵尸娘	
23126	在任意关卡中击败雷电芽衣5次	
23127	在任意关卡中击败白狐5次	
23128	在任意关卡中击败机甲娘5次	
23129	进化10次装备	
23130	狐狸是虾米	
23131	进入虚轴之庭限时Boss关卡三次	
23132	通过1次任意剧情关	
23133	生存模式通过1次任意剧情关	
23134	北欧圣殿阶梯·盗	
23135	北欧圣殿阶梯·宝	
23136	北欧圣殿阶梯·娘	
23137	北欧圣殿阶梯·！	
23138	累计击败15只精英盗宝娘	
23139	累计击败30只精英盗宝娘	
23140	累计击败60只精英盗宝娘	
23141	累计击败70只精英盗宝娘	
23142	五月初五五月织	
23143	五月初五五月织	
23144	五月初五五月织	
23145	五月初五五月织	
23146	五月初五五月织	
23147	五月初五五月织	
23148	粽叶呢？在箱子里咩？	
23149	僵尸娘不要抢伦家的粽叶啦！	
23150	一起包粽子吧！	
23151	夏日的伐木劳动·打	
23152	夏日的伐木劳动·工	
23153	夏日的伐木劳动·买	
23154	夏日的伐木劳动·冰	
23155	夏日的伐木劳动·棍	
23156	不可品味的憧憬	
23157	勤劳的魔女	
23158	记忆的回报	
23159	去寻找公主！	
23160	公主留下背影！	
23161	王子承受了命运！	
23162	追寻美好之路	
23163	命运的纠葛♂	
23164	命运的纠葛♀	
23165	壹加伍等于？	
23166	幽灵！幽灵！	
23167	唤醒梅露可10次	
23168	莱茵河的黄金I	
23169	莱茵河的黄金II	
23170	女武神的骑行I	
23171	女武神的骑行II	
23172	醉妹or痴妹？Ein	
23173	醉妹or痴妹？Zwei	
23174	醉妹or痴妹？Drei	
23175	月下居酒屋·桃	
23176	月下居酒屋·竹	
23177	月下居酒屋·菊	
23178	月下居酒屋·松	
23179	月下居酒屋·樱	
23180	新生入学体检·望	
23181	新生入学体检·闻	
23182	新生入学体检·问	
23183	新生入学体检·切	
23184	十二の授业·子	
23185	十二の授业·丑	
23186	十二の授业·寅	
23187	十二の授业·卯	
23188	十二の授业·辰	
23189	十二の授业·巳	
23190	十二の授业·午	
23191	十二の授业·未	
23192	十二の授业·申	
23193	十二の授业·酉	
23194	十二の授业·戌	
23195	十二の授业·亥	
23196	十二の试炼·子	
23197	十二の试炼·丑	
23198	十二の试炼·寅	
23199	十二の试炼·卯	
23200	十二の试炼·辰	
23201	十二の试炼·巳	
23202	十二の试炼·午	
23203	十二の试炼·未	
23204	十二の试炼·申	
23205	十二の试炼·酉	
23206	十二の试炼·戌	
23207	十二の试炼·亥	
23208	迎战女仆·姊	
23209	迎战女仆·妹	
23210	迅速止血！	
23211	终焉的告白	
23212	终焉的拒绝	
23213	终焉的处决	
23214	双十一大作战（爆！）	
23215	双十一大作战（炸！）	
23216	双十一大作战（吧！）	
23217	双十一大作战（现！）	
23218	双十一大作战（充！）	
23219	主人再调教人家一次嘛！	
23221	雷电芽衣卧室突破！	
23222	布洛妮娅卧室突破！	
23223	无量塔姬子卧室突破！	
23224	凯文卡斯兰娜锁进衣柜！	
23225	希儿希儿卧室突破！	
23226	打晕雷电芽衣。	
23227	打晕布洛妮娅。	
23228	打晕无量塔姬子。	
23229	打晕凯文卡斯兰娜。	
23230	打晕希儿希儿。	
23231	寻找遗失的红包	
23232	击败30只盗宝娘精英	
23233	寻找现充	
23234	遏制愤怒	
23235	幻想红包	
23236	安心放假	
23237	新春快乐！	
23238	消耗150体力	
23239	消耗100体力	
23240	消耗50体力	
23241	齐格弗里德I	
23242	齐格弗里德II	
23243	莱茵河的黄金	
23244	女武神的骑行	
23245	齐格弗里德	
23246	诸神的黄昏	
23247	诸神的黄昏（前半）	
23248	诸神的黄昏（后半）	
23249	怠惰的魔女	
23250	累计在线时长10分钟	
23301	戈修子在3-1后任意关卡出没，击败30只。	
23302	戈修斯在3-1后任意关卡出没，击败30只。	
23303	通过限时挑战关“迅速止血！”迅速止血！	
23304	击败500只僵尸娘	
23305	摧毁500个箱子	
23306	消耗500点体力	
23307	击败一只精英盾牌娘&一只精英巨盾娘	
23308	击败一只精英游侠娘&一只精英火羽娘	
23309	击败一只精英护士娘&一只精英应援娘	
23310	击败一只精英摩托娘&一只精英投弹摩托娘	
23311	击败一只精英火炮机娘&一只精英武士机娘	
23312	修改主人绑定账号的密码	
23313	姐姐酱人家要糖果！	
23314	姐姐酱人家要可乐！	
23315	姐姐酱人家要烤鸡！	
23316	姐姐酱人家要蛋糕！	
23317	姐姐酱人家不要基佬！	
23318	击败1只乱入的圣诞盗宝娘	
23319	击败10只乱入的圣诞盗宝娘	
23320	击败20只乱入的圣诞盗宝娘	
23321	击败30只乱入的圣诞盗宝娘	
23322	击败一次讨厌的基佬——凯文	
23323	冬日的伐木劳动·打	
23324	冬日的伐木劳动·工	
23325	冬日的伐木劳动·买	
23326	冬日的伐木劳动·被	
23327	冬日的伐木劳动·炉	
23328	一年份的爱	
23329	一年份的补给	
23330	一年份的节操	
23331	胖次小偷	
23332	胖次大盗	
23333	胖次收集者	
23334	胖次主宰者	
23335	胖次展览馆	
23401	进行一次友情祈愿	
23402	进行一次友情祈愿	
23403	进行十次友情祈愿	
23404	进行十次友情祈愿	
23405	进行一次大小姐祈愿	
23406	进行一次大小姐祈愿	
23407	进行十次大小姐祈愿	
23408	进行十次大小姐祈愿	
23409	进行一次公主祈愿	
23410	进行一次公主祈愿	
23411	进行十次公主祈愿	
23412	进行十次公主祈愿	
23413	进行一次魔女祈愿	
23414	进行一次魔女祈愿	
23415	进行十次魔女祈愿	
23416	进行十次魔女祈愿	
23417	进行一次魔法少女祈愿	
23418	进行一次魔法少女祈愿	
23419	进行十次魔法少女祈愿	
23420	进行十次魔法少女祈愿	
23421	开启一个大宝箱	
23422	开启一个大宝箱	
23423	开启十个大宝箱	
23424	开启十个大宝箱	
23425	进行一次圣芙蕾雅学园试炼场	
23426	进行一次圣芙蕾雅学园试炼场	
